frame,torso,joint_right_shoulder_pitch,joint_right_shoulder_roll,joint_right_arm_yaw,joint_right_elbow_pitch,joint_right_forearm_yaw,joint_right_wrist_pitch,joint_right_wrist_roll,hand_right_pinky,hand_right_ring,hand_right_middle,hand_right_index,hand_right_thumb,joint_left_shoulder_pitch,joint_left_shoulder_roll,joint_left_arm_yaw,joint_left_elbow_pitch,joint_left_forearm_yaw,joint_left_wrist_pitch,joint_left_wrist_roll,hand_left_pinky,hand_left_middle,hand_left_ring,hand_left_thumb,hand_left_index,joint_head_yaw,joint_head_pitch
108,0.0,0.0,-0.0,-0.0,0.0,17.9,-0.0,-0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-4.66,-6.73
109,0.0,0.0,-0.0,-0.0,0.0,15.41,0.0,-0.03,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-4.01,-5.79
110,0.0,0.0,-0.0,-0.0,0.0,13.04,0.0,-0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-3.39,-4.9
111,0.0,0.0,-0.0,-0.0,0.0,10.82,-0.0,-0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-2.81,-4.07
112,0.0,0.0,-0.0,-0.0,0.0,8.74,-0.0,-0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-2.27,-3.29
113,0.0,0.0,-0.0,-0.0,0.0,6.84,0.0,-0.03,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-1.78,-2.57
114,0.0,0.0,-0.0,-0.0,0.0,5.14,-0.0,-0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-1.34,-1.93
115,0.0,0.0,-0.0,-0.0,0.0,3.64,0.0,-0.03,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.95,-1.37
116,0.0,0.0,-0.0,-0.0,0.0,2.38,-0.0,-0.03,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.62,-0.9
117,0.0,0.0,-0.0,-0.0,0.0,1.37,-0.0,-0.03,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.36,-0.51
118,0.0,0.0,-0.0,-0.0,0.0,0.62,-0.0,-0.03,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.16,-0.23
119,0.0,0.0,-0.0,-0.0,0.0,0.16,0.0,-0.03,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.04,-0.06
120,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.03,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
